dis,dis_name,dis_group,dis_group_name,dis_system,dis_system_name,dis_name_eng,SexDisease,chronic
J67,有机粉尘引起的过敏性肺炎,J60-J70,外部物质引起的肺部疾病,J00-J99,呼吸系统疾病,Hypersensitivity pneumonitis due to organic dust,0,1
J68,吸入化学制剂、气体、烟雾和蒸气引起的呼吸性情况,J60-J70,外部物质引起的肺部疾病,J00-J99,呼吸系统疾病,"Respiratory conditions due to inhalation of chemicals, gases, fumes and vapours",0,2
J69,固体和液体引起的肺炎,J60-J70,外部物质引起的肺部疾病,J00-J99,呼吸系统疾病,Pneumonitis due to solids and liquids,0,0
J70,其他外部物质引起的呼吸性情况,J60-J70,外部物质引起的肺部疾病,J00-J99,呼吸系统疾病,Respiratory conditions due to other external agents,0,2
J80,成人型呼吸窘迫综合征,J80-J84,主要影响间质的其他呼吸性疾病,J00-J99,呼吸系统疾病,Adult respiratory distress syndrome,0,0
J81,肺水肿,J80-J84,主要影响间质的其他呼吸性疾病,J00-J99,呼吸系统疾病,Pulmonary oedema,0,2
J82,"肺嗜酸性粒细胞增多,不可归类在他处者",J80-J84,主要影响间质的其他呼吸性疾病,J00-J99,呼吸系统疾病,"Pulmonary eosinophilia, not elsewhere classified",0,0
J84,其他间质性肺疾病,J80-J84,主要影响间质的其他呼吸性疾病,J00-J99,呼吸系统疾病,Other interstitial pulmonary diseases,0,2
J85,肺和纵隔脓肿,J85-J86,下呼吸道化脓性和坏死性情况,J00-J99,呼吸系统疾病,Abscess of lung and mediastinum,0,0
J86,脓胸,J85-J86,下呼吸道化脓性和坏死性情况,J00-J99,呼吸系统疾病,Pyothorax,0,0
J90,"胸腔积液,不可归类在他处者",J90-J94,胸膜的其他疾病,J00-J99,呼吸系统疾病,"Pleural effusion, not elsewhere classified",0,0
J91,分类于他处的疾病引起的胸腔积液,J90-J94,胸膜的其他疾病,J00-J99,呼吸系统疾病,Pleural effusion in conditions classified elsewhere,0,2
J92,胸膜斑,J90-J94,胸膜的其他疾病,J00-J99,呼吸系统疾病,Pleural plaque,0,0
J93,气胸,J90-J94,胸膜的其他疾病,J00-J99,呼吸系统疾病,Pneumothorax,0,0
J94,其他胸膜情况,J90-J94,胸膜的其他疾病,J00-J99,呼吸系统疾病,Other pleural conditions,0,0
J95,"操作后的呼吸性疾患,不可归类在他处者",J95-J99,呼吸系统的其他疾病,J00-J99,呼吸系统疾病,"Postprocedural respiratory disorders, not elsewhere classified",0,2
J96,"呼吸衰竭,不可归类在他处者",J95-J99,呼吸系统的其他疾病,J00-J99,呼吸系统疾病,"Respiratory failure, not elsewhere classified",0,2
J98,其他呼吸性疾患,J95-J99,呼吸系统的其他疾病,J00-J99,呼吸系统疾病,Other respiratory disorders,0,0
J99,分类于他处的疾病引起的呼吸性疾患,J95-J99,呼吸系统的其他疾病,J00-J99,呼吸系统疾病,Respiratory disorders in diseases classified elsewhere,0,1
K00,牙发育和出牙疾患,K00-K14,口腔、涎腺和颌疾病,K00-K93,消化系统疾病,Disorders of tooth development and eruption,0,0
K01,埋伏牙和阻生牙,K00-K14,口腔、涎腺和颌疾病,K00-K93,消化系统疾病,Embedded and impacted teeth,0,0
K02,龋(牙),K00-K14,口腔、涎腺和颌疾病,K00-K93,消化系统疾病,Dental caries,0,0
K03,牙齿硬组织的其他疾病,K00-K14,口腔、涎腺和颌疾病,K00-K93,消化系统疾病,Other diseases of hard tissues of teeth,0,0
K04,牙髓和根尖周组织疾病,K00-K14,口腔、涎腺和颌疾病,K00-K93,消化系统疾病,Diseases of pulp and periapical tissues,0,0
K05,龈炎和牙周疾病,K00-K14,口腔、涎腺和颌疾病,K00-K93,消化系统疾病,Gingivitis and periodontal diseases,0,2
K06,牙龈和无牙牙槽嵴的其他疾患,K00-K14,口腔、涎腺和颌疾病,K00-K93,消化系统疾病,Other disorders of gingiva and edentulous alveolar ridge,0,0
K07,牙面畸形[包括错颌],K00-K14,口腔、涎腺和颌疾病,K00-K93,消化系统疾病,Dentofacial anomalies [including malocclusion],0,1
K08,牙齿及支持结构的其他疾患,K00-K14,口腔、涎腺和颌疾病,K00-K93,消化系统疾病,Other disorders of teeth and supporting structures,0,2
K09,"口区囊肿,不可归类在他处者",K00-K14,口腔、涎腺和颌疾病,K00-K93,消化系统疾病,"Cysts of oral region, not elsewhere classified",0,0
K10,颌的其他疾病,K00-K14,口腔、涎腺和颌疾病,K00-K93,消化系统疾病,Other diseases of jaws,0,2
K11,涎腺疾病,K00-K14,口腔、涎腺和颌疾病,K00-K93,消化系统疾病,Diseases of salivary glands,0,0
K12,口炎和有关损害,K00-K14,口腔、涎腺和颌疾病,K00-K93,消化系统疾病,Stomatitis and related lesions,0,0
K13,唇及口腔粘膜的其他疾病,K00-K14,口腔、涎腺和颌疾病,K00-K93,消化系统疾病,Other diseases of lip and oral mucosa,0,0
K14,舌疾病,K00-K14,口腔、涎腺和颌疾病,K00-K93,消化系统疾病,Diseases of tongue,0,0
K20,食管炎,K20-K31,食管、胃和十二指肠疾病,K00-K93,消化系统疾病,Oesophagitis,0,2
K21,胃-食管反流性疾病,K20-K31,食管、胃和十二指肠疾病,K00-K93,消化系统疾病,Gastro-oesophageal reflux disease,0,1
K22,食管的其他疾病,K20-K31,食管、胃和十二指肠疾病,K00-K93,消化系统疾病,Other diseases of oesophagus,0,2
K23,分类于他处的疾病引起的食管疾患,K20-K31,食管、胃和十二指肠疾病,K00-K93,消化系统疾病,Disorders of oesophagus in diseases classified elsewhere,0,0
K25,胃溃疡,K20-K31,食管、胃和十二指肠疾病,K00-K93,消化系统疾病,Gastric ulcer,0,2
K26,十二指肠溃疡,K20-K31,食管、胃和十二指肠疾病,K00-K93,消化系统疾病,Duodenal ulcer,0,2
K27,部位未特指的消化性溃疡,K20-K31,食管、胃和十二指肠疾病,K00-K93,消化系统疾病,"Peptic ulcer, site unspecified",0,2
K28,胃空肠溃疡,K20-K31,食管、胃和十二指肠疾病,K00-K93,消化系统疾病,Gastrojejunal ulcer,0,2
K29,胃炎和十二指肠炎,K20-K31,食管、胃和十二指肠疾病,K00-K93,消化系统疾病,Gastritis and duodenitis,0,2
K30,消化不良,K20-K31,食管、胃和十二指肠疾病,K00-K93,消化系统疾病,Dyspepsia,0,0
K31,胃和十二指肠的其他疾病,K20-K31,食管、胃和十二指肠疾病,K00-K93,消化系统疾病,Other diseases of stomach and duodenum,0,2
K35,急性阑尾炎,K35-K38,阑尾疾病,K00-K93,消化系统疾病,Acute appendicitis,0,0
K36,其他阑尾炎,K35-K38,阑尾疾病,K00-K93,消化系统疾病,Other appendicitis,0,0
K37,未特指的阑尾炎,K35-K38,阑尾疾病,K00-K93,消化系统疾病,Unspecified appendicitis,0,0
K38,阑尾的其他疾病,K35-K38,阑尾疾病,K00-K93,消化系统疾病,Other diseases of appendix,0,0
K40,腹股沟疝,K40-K46,疝,K00-K93,消化系统疾病,Inguinal hernia,0,0
K41,股疝,K40-K46,疝,K00-K93,消化系统疾病,Femoral hernia,0,0
K42,脐疝,K40-K46,疝,K00-K93,消化系统疾病,Umbilical hernia,0,0
K43,腹疝,K40-K46,疝,K00-K93,消化系统疾病,Ventral hernia,0,0
K44,膈疝,K40-K46,疝,K00-K93,消化系统疾病,Diaphragmatic hernia,0,0
K45,其他腹疝,K40-K46,疝,K00-K93,消化系统疾病,Other abdominal hernia,0,0
K46,未特指的腹疝,K40-K46,疝,K00-K93,消化系统疾病,Unspecified abdominal hernia,0,0
K50,克罗恩病[局限性肠炎],K50-K52,非感染性小肠炎和结肠炎,K00-K93,消化系统疾病,Crohn's disease [regional enteritis],0,1
K51,溃疡性结肠炎,K50-K52,非感染性小肠炎和结肠炎,K00-K93,消化系统疾病,Ulcerative colitis,0,1
K52,其他非感染性胃肠炎和结肠炎,K50-K52,非感染性小肠炎和结肠炎,K00-K93,消化系统疾病,Other noninfective gastroenteritis and colitis,0,2
K55,肠血管疾患,K55-K64,肠的其他疾病,K00-K93,消化系统疾病,Vascular disorders of intestine,0,2
K56,麻痹性肠梗阻和不伴有疝的肠梗阻,K55-K64,肠的其他疾病,K00-K93,消化系统疾病,Paralytic ileus and intestinal obstruction without hernia,0,0
K57,肠憩室病,K55-K64,肠的其他疾病,K00-K93,消化系统疾病,Diverticular disease of intestine,0,1
K58,肠易激综合征,K55-K64,肠的其他疾病,K00-K93,消化系统疾病,Irritable bowel syndrome,0,1
K59,其他功能性肠疾患,K55-K64,肠的其他疾病,K00-K93,消化系统疾病,Other functional intestinal disorders,0,2
K60,肛门及直肠区的裂和瘘,K55-K64,肠的其他疾病,K00-K93,消化系统疾病,Fissure and fistula of anal and rectal regions,0,0
K61,肛门和直肠区脓肿,K55-K64,肠的其他疾病,K00-K93,消化系统疾病,Abscess of anal and rectal regions,0,0
K62,肛门和直肠的其他疾病,K55-K64,肠的其他疾病,K00-K93,消化系统疾病,Other diseases of anus and rectum,0,0
K63,肠的其他疾病,K55-K64,肠的其他疾病,K00-K93,消化系统疾病,Other diseases of intestine,0,0
K64,痔疮和肛周静脉血栓形成,K55-K64,肠的其他疾病,K00-K93,消化系统疾病,Haemorrhoids and perianal venous thrombosis,0,0
K65,腹膜炎,K65-K67,腹膜疾病,K00-K93,消化系统疾病,Peritonitis,0,0
K66,腹膜的其他疾患,K65-K67,腹膜疾病,K00-K93,消化系统疾病,Other disorders of peritoneum,0,0
K67,分类于他处的传染病引起的腹膜疾患,K65-K67,腹膜疾病,K00-K93,消化系统疾病,Disorders of peritoneum in infectious diseases classified elsewhere,0,0
K70,酒精性肝病,K70-K77,肝疾病,K00-K93,消化系统疾病,Alcoholic liver disease,0,1
K71,中毒性肝病,K70-K77,肝疾病,K00-K93,消化系统疾病,Toxic liver disease,0,2
K72,"肝衰竭,不可归类在他处者",K70-K77,肝疾病,K00-K93,消化系统疾病,"Hepatic failure, not elsewhere classified",0,2
K73,"慢性肝炎,不可归类在他处者",K70-K77,肝疾病,K00-K93,消化系统疾病,"Chronic hepatitis, not elsewhere classified",0,1
K74,肝纤维化和肝硬变,K70-K77,肝疾病,K00-K93,消化系统疾病,Fibrosis and cirrhosis of liver,0,1
K75,其他炎性肝脏疾病,K70-K77,肝疾病,K00-K93,消化系统疾病,Other inflammatory liver diseases,0,2
K76,肝的其他疾病,K70-K77,肝疾病,K00-K93,消化系统疾病,Other diseases of liver,0,2
K77,分类于他处的疾病引起的肝疾患,K70-K77,肝疾病,K00-K93,消化系统疾病,Liver disorders in diseases classified elsewhere,0,1
K80,胆石症,K80-K87,胆囊、胆道和胰腺疾患,K00-K93,消化系统疾病,Cholelithiasis,0,2
K81,胆囊炎,K80-K87,胆囊、胆道和胰腺疾患,K00-K93,消化系统疾病,Cholecystitis,0,0
K82,胆囊的其他疾病,K80-K87,胆囊、胆道和胰腺疾患,K00-K93,消化系统疾病,Other diseases of gallbladder,0,2
K83,胆道的其他疾病,K80-K87,胆囊、胆道和胰腺疾患,K00-K93,消化系统疾病,Other diseases of biliary tract,0,1
K85,急性胰腺炎,K80-K87,胆囊、胆道和胰腺疾患,K00-K93,消化系统疾病,Acute pancreatitis,0,0
K86,胰腺的其他疾病,K80-K87,胆囊、胆道和胰腺疾患,K00-K93,消化系统疾病,Other diseases of pancreas,0,2
K87,分类于他处的疾病引起的胆囊、胆道和胰腺疾患,K80-K87,胆囊、胆道和胰腺疾患,K00-K93,消化系统疾病,"Disorders of gallbladder, biliary tract and pancreas in diseases classified elsewhere",0,0
K90,肠吸收不良,K90-K93,消化系统的其他疾病,K00-K93,消化系统疾病,Intestinal malabsorption,0,2
K91,"消化系统的操作后疾患,不可归类在他处者",K90-K93,消化系统的其他疾病,K00-K93,消化系统疾病,"Postprocedural disorders of digestive system, not elsewhere classified",0,2
K92,消化系统的其他疾病,K90-K93,消化系统的其他疾病,K00-K93,消化系统疾病,Other diseases of digestive system,0,0
K93,分类于他处的疾病引起的其他消化器官疾患,K90-K93,消化系统的其他疾病,K00-K93,消化系统疾病,Disorders of other digestive organs in diseases classified elsewhere,0,0
L00,葡萄球菌性烫伤样皮肤综合征,L00-L08,皮肤和皮下组织的感染,L00-L99,皮肤和皮下组织疾病,Staphylococcal scalded skin syndrome,0,0
L01,脓疱病,L00-L08,皮肤和皮下组织的感染,L00-L99,皮肤和皮下组织疾病,Impetigo,0,0
L02,皮肤脓肿、疖和痈,L00-L08,皮肤和皮下组织的感染,L00-L99,皮肤和皮下组织疾病,"Cutaneous abscess, furuncle and carbuncle",0,0
L03,蜂窝织炎,L00-L08,皮肤和皮下组织的感染,L00-L99,皮肤和皮下组织疾病,Cellulitis,0,0
L04,急性淋巴结炎,L00-L08,皮肤和皮下组织的感染,L00-L99,皮肤和皮下组织疾病,Acute lymphadenitis,0,0
L05,藏毛囊肿,L00-L08,皮肤和皮下组织的感染,L00-L99,皮肤和皮下组织疾病,Pilonidal cyst,0,0
L08,皮肤和皮下组织其他局部感染,L00-L08,皮肤和皮下组织的感染,L00-L99,皮肤和皮下组织疾病,Other local infections of skin and subcutaneous tissue,0,0
L10,天疱疮,L10-L14,大疱性疾患,L00-L99,皮肤和皮下组织疾病,Pemphigus,0,1
L11,其他皮肤棘层松解性疾患,L10-L14,大疱性疾患,L00-L99,皮肤和皮下组织疾病,Other acantholytic disorders,0,0
L12,类天疱疮,L10-L14,大疱性疾患,L00-L99,皮肤和皮下组织疾病,Pemphigoid,0,2
L13,其他大疱性疾患,L10-L14,大疱性疾患,L00-L99,皮肤和皮下组织疾病,Other bullous disorders,0,1
L14,分类于他处的疾病引起的大疱性疾患,L10-L14,大疱性疾患,L00-L99,皮肤和皮下组织疾病,Bullous disorders in diseases classified elsewhere,0,1
L20,特应性皮炎,L20-L30,皮炎和湿疹,L00-L99,皮肤和皮下组织疾病,Atopic dermatitis,0,2
L21,脂溢性皮炎,L20-L30,皮炎和湿疹,L00-L99,皮肤和皮下组织疾病,Seborrhoeic dermatitis,0,0
L22,尿布皮炎,L20-L30,皮炎和湿疹,L00-L99,皮肤和皮下组织疾病,Diaper [napkin] dermatitis,0,0
L23,变应性接触性皮炎,L20-L30,皮炎和湿疹,L00-L99,皮肤和皮下组织疾病,Allergic contact dermatitis,0,0
L24,刺激性接触性皮炎,L20-L30,皮炎和湿疹,L00-L99,皮肤和皮下组织疾病,Irritant contact dermatitis,0,0
L25,未特指的接触性皮炎,L20-L30,皮炎和湿疹,L00-L99,皮肤和皮下组织疾病,Unspecified contact dermatitis,0,0
L26,剥脱性皮炎,L20-L30,皮炎和湿疹,L00-L99,皮肤和皮下组织疾病,Exfoliative dermatitis,0,0
L27,内服物质引起的皮炎,L20-L30,皮炎和湿疹,L00-L99,皮肤和皮下组织疾病,Dermatitis due to substances taken internally,0,0
L28,慢性单纯性苔癣和痒疹,L20-L30,皮炎和湿疹,L00-L99,皮肤和皮下组织疾病,Lichen simplex chronicus and prurigo,0,0
L29,瘙痒(症),L20-L30,皮炎和湿疹,L00-L99,皮肤和皮下组织疾病,Pruritus,0,0
L30,其他皮炎,L20-L30,皮炎和湿疹,L00-L99,皮肤和皮下组织疾病,Other dermatitis,0,2
L40,银屑病[牛皮癣],L40-L45,丘疹鳞屑性疾患,L00-L99,皮肤和皮下组织疾病,Psoriasis,0,1
L41,副银屑病[类银屑病],L40-L45,丘疹鳞屑性疾患,L00-L99,皮肤和皮下组织疾病,Parapsoriasis,0,1
L42,玫瑰糠疹,L40-L45,丘疹鳞屑性疾患,L00-L99,皮肤和皮下组织疾病,Pityriasis rosea,0,1
L43,扁平苔癣,L40-L45,丘疹鳞屑性疾患,L00-L99,皮肤和皮下组织疾病,Lichen planus,0,0
L44,其他丘疹鳞屑性疾患,L40-L45,丘疹鳞屑性疾患,L00-L99,皮肤和皮下组织疾病,Other papulosquamous disorders,0,2
L45,分类于他处的疾病引起的丘疹鳞屑性疾患,L40-L45,丘疹鳞屑性疾患,L00-L99,皮肤和皮下组织疾病,Papulosquamous disorders in diseases classified elsewhere,0,1
L50,荨麻疹,L50-L54,荨麻疹和红斑,L00-L99,皮肤和皮下组织疾病,Urticaria,0,0
L51,多形性红斑,L50-L54,荨麻疹和红斑,L00-L99,皮肤和皮下组织疾病,Erythema multiforme,0,0
L52,结节性红斑,L50-L54,荨麻疹和红斑,L00-L99,皮肤和皮下组织疾病,Erythema nodosum,0,0
L53,其他红斑性情况,L50-L54,荨麻疹和红斑,L00-L99,皮肤和皮下组织疾病,Other erythematous conditions,0,0
L54,分类于他处的疾病引起的红斑,L50-L54,荨麻疹和红斑,L00-L99,皮肤和皮下组织疾病,Erythema in diseases classified elsewhere,0,0
L55,晒斑[晒伤],L55-L59,与辐射有关的皮肤和皮下组织疾患,L00-L99,皮肤和皮下组织疾病,Sunburn,0,0
L56,紫外线辐射引起的其他急性皮肤改变,L55-L59,与辐射有关的皮肤和皮下组织疾患,L00-L99,皮肤和皮下组织疾病,Other acute skin changes due to ultraviolet radiation,0,0
L57,慢性暴露于非电离辐射下引起的皮肤改变,L55-L59,与辐射有关的皮肤和皮下组织疾患,L00-L99,皮肤和皮下组织疾病,Skin changes due to chronic exposure to nonionizing radiation,0,0
L58,放射性皮炎,L55-L59,与辐射有关的皮肤和皮下组织疾患,L00-L99,皮肤和皮下组织疾病,Radiodermatitis,0,0
L59,与辐射有关的皮肤和皮下组织其他疾患,L55-L59,与辐射有关的皮肤和皮下组织疾患,L00-L99,皮肤和皮下组织疾病,Other disorders of skin and subcutaneous tissue related to radiation,0,0
L60,甲疾患,L60-L75,皮肤附件的疾患,L00-L99,皮肤和皮下组织疾病,Nail disorders,0,0
L62,分类于他处的疾病引起的甲疾患,L60-L75,皮肤附件的疾患,L00-L99,皮肤和皮下组织疾病,Nail disorders in diseases classified elsewhere,0,0
L63,斑秃,L60-L75,皮肤附件的疾患,L00-L99,皮肤和皮下组织疾病,Alopecia areata,0,0
L64,雄激素性脱发,L60-L75,皮肤附件的疾患,L00-L99,皮肤和皮下组织疾病,Androgenic alopecia,0,0
L65,其他非瘢痕性毛发缺失,L60-L75,皮肤附件的疾患,L00-L99,皮肤和皮下组织疾病,Other nonscarring hair loss,0,0
L66,瘢痕性脱发[瘢痕性毛发缺失],L60-L75,皮肤附件的疾患,L00-L99,皮肤和皮下组织疾病,Cicatricial alopecia [scarring hair loss],0,0
L67,毛色和毛干异常,L60-L75,皮肤附件的疾患,L00-L99,皮肤和皮下组织疾病,Hair colour and hair shaft abnormalities,0,0
L68,多毛症,L60-L75,皮肤附件的疾患,L00-L99,皮肤和皮下组织疾病,Hypertrichosis,0,0
L70,痤疮,L60-L75,皮肤附件的疾患,L00-L99,皮肤和皮下组织疾病,Acne,0,0
L71,酒渣鼻,L60-L75,皮肤附件的疾患,L00-L99,皮肤和皮下组织疾病,Rosacea,0,1
L72,皮肤和皮下组织毛囊囊肿,L60-L75,皮肤附件的疾患,L00-L99,皮肤和皮下组织疾病,Follicular cysts of skin and subcutaneous tissue,0,0
L73,其他毛囊疾患,L60-L75,皮肤附件的疾患,L00-L99,皮肤和皮下组织疾病,Other follicular disorders,0,0
L74,外分泌汗腺疾患,L60-L75,皮肤附件的疾患,L00-L99,皮肤和皮下组织疾病,Eccrine sweat disorders,0,2
L75,顶(浆分)泌汗腺疾患,L60-L75,皮肤附件的疾患,L00-L99,皮肤和皮下组织疾病,Apocrine sweat disorders,0,2
L80,白癜风,L80-L99,皮肤和皮下组织的其他疾患,L00-L99,皮肤和皮下组织疾病,Vitiligo,0,0
L81,色素沉着的其他疾患,L80-L99,皮肤和皮下组织的其他疾患,L00-L99,皮肤和皮下组织疾病,Other disorders of pigmentation,0,0
L82,脂溢性角化病,L80-L99,皮肤和皮下组织的其他疾患,L00-L99,皮肤和皮下组织疾病,Seborrhoeic keratosis,0,0
L83,黑棘皮病,L80-L99,皮肤和皮下组织的其他疾患,L00-L99,皮肤和皮下组织疾病,Acanthosis nigricans,0,0
L84,鸡眼和胼胝,L80-L99,皮肤和皮下组织的其他疾患,L00-L99,皮肤和皮下组织疾病,Corns and callosities,0,0
L85,其他表皮肥厚,L80-L99,皮肤和皮下组织的其他疾患,L00-L99,皮肤和皮下组织疾病,Other epidermal thickening,0,0
L86,分类于他处的疾病引起的皮肤角化病,L80-L99,皮肤和皮下组织的其他疾患,L00-L99,皮肤和皮下组织疾病,Keratoderma in diseases classified elsewhere,0,0
L87,经表皮排除疾患,L80-L99,皮肤和皮下组织的其他疾患,L00-L99,皮肤和皮下组织疾病,Transepidermal elimination disorders,0,0
L88,坏疽性脓皮症,L80-L99,皮肤和皮下组织的其他疾患,L00-L99,皮肤和皮下组织疾病,Pyoderma gangrenosum,0,0
L89,受压区褥疮,L80-L99,皮肤和皮下组织的其他疾患,L00-L99,皮肤和皮下组织疾病,Decubitus ulcer,0,1
L90,皮肤萎缩性疾患,L80-L99,皮肤和皮下组织的其他疾患,L00-L99,皮肤和皮下组织疾病,Atrophic disorders of skin,0,2
L91,皮肤肥厚性疾患,L80-L99,皮肤和皮下组织的其他疾患,L00-L99,皮肤和皮下组织疾病,Hypertrophic disorders of skin,0,0
L92,皮肤和皮下组织肉芽肿性疾患,L80-L99,皮肤和皮下组织的其他疾患,L00-L99,皮肤和皮下组织疾病,Granulomatous disorders of skin and subcutaneous tissue,0,0
L93,红斑狼疮,L80-L99,皮肤和皮下组织的其他疾患,L00-L99,皮肤和皮下组织疾病,Lupus erythematosus,0,1
L94,其他局限性结缔组织疾患,L80-L99,皮肤和皮下组织的其他疾患,L00-L99,皮肤和皮下组织疾病,Other localized connective tissue disorders,0,2
L95,"局限于皮肤的血管炎,不可归类在他处者",L80-L99,皮肤和皮下组织的其他疾患,L00-L99,皮肤和皮下组织疾病,"Vasculitis limited to skin, not elsewhere classified",0,0
L97,"下肢溃疡,不可归类在他处者",L80-L99,皮肤和皮下组织的其他疾患,L00-L99,皮肤和皮下组织疾病,"Ulcer of lower limb, not elsewhere classified",0,1
L98,"皮肤和皮下组织的其他疾患,不可归类在他处者",L80-L99,皮肤和皮下组织的其他疾患,L00-L99,皮肤和皮下组织疾病,"Other disorders of skin and subcutaneous tissue, not elsewhere classified",0,2
L99,分类于他处的疾病引起的皮肤和皮下组织的其他疾患,L80-L99,皮肤和皮下组织的其他疾患,L00-L99,皮肤和皮下组织疾病,Other disorders of skin and subcutaneous tissue in diseases classified elsewhere,0,0
M00,化脓性关节炎,M00-M03,感染性关节炎,M00-M99,肌肉骨骼系统和结缔组织疾病,Pyogenic arthritis,0,0
M01,分类于他处的传染病和寄生虫病引起的关节的直接感染,M00-M03,感染性关节炎,M00-M99,肌肉骨骼系统和结缔组织疾病,Direct infections of joint in infectious and parasitic diseases classified elsewhere,0,0
M02,反应性关节病,M00-M03,感染性关节炎,M00-M99,肌肉骨骼系统和结缔组织疾病,Reactive arthropathies,0,2
M03,分类于他处的疾病引起的感染后和反应性关节病,M00-M03,感染性关节炎,M00-M99,肌肉骨骼系统和结缔组织疾病,Postinfective and reactive arthropathies in diseases classified elsewhere,0,0
M05,血清反应阳性的类风湿性关节炎,M05-M14,炎性多关节病,M00-M99,肌肉骨骼系统和结缔组织疾病,Seropositive rheumatoid arthritis,0,1
M06,其他类风湿性关节炎,M05-M14,炎性多关节病,M00-M99,肌肉骨骼系统和结缔组织疾病,Other rheumatoid arthritis,0,1
M07,银屑病性和肠病性关节病,M05-M14,炎性多关节病,M00-M99,肌肉骨骼系统和结缔组织疾病,Psoriatic and enteropathic arthropathies,0,1
M08,幼年型关节炎,M05-M14,炎性多关节病,M00-M99,肌肉骨骼系统和结缔组织疾病,Juvenile arthritis,0,1
M09,分类于他处的疾病引起的幼年型关节炎,M05-M14,炎性多关节病,M00-M99,肌肉骨骼系统和结缔组织疾病,Juvenile arthritis in diseases classified elsewhere,0,1
M10,痛风,M05-M14,炎性多关节病,M00-M99,肌肉骨骼系统和结缔组织疾病,Gout,0,1
M11,其他结晶性关节病,M05-M14,炎性多关节病,M00-M99,肌肉骨骼系统和结缔组织疾病,Other crystal arthropathies,0,1
M12,其他特指的关节病,M05-M14,炎性多关节病,M00-M99,肌肉骨骼系统和结缔组织疾病,Other specific arthropathies,0,2
M13,其他关节炎,M05-M14,炎性多关节病,M00-M99,肌肉骨骼系统和结缔组织疾病,Other arthritis,0,1
M14,分类于他处的其他疾病引起的关节病,M05-M14,炎性多关节病,M00-M99,肌肉骨骼系统和结缔组织疾病,Arthropathies in other diseases classified elsewhere,0,1
M15,多关节病,M15-M19,关节病,M00-M99,肌肉骨骼系统和结缔组织疾病,Polyarthrosis,0,1
M16,髋关节病,M15-M19,关节病,M00-M99,肌肉骨骼系统和结缔组织疾病,Coxarthrosis [arthrosis of hip],0,1
M17,膝关节病,M15-M19,关节病,M00-M99,肌肉骨骼系统和结缔组织疾病,Gonarthrosis [arthrosis of knee],0,1
M18,第一腕掌关节的关节病,M15-M19,关节病,M00-M99,肌肉骨骼系统和结缔组织疾病,Arthrosis of first carpometacarpal joint,0,1
M19,其他关节病,M15-M19,关节病,M00-M99,肌肉骨骼系统和结缔组织疾病,Other arthrosis,0,1
M20,手指和脚趾的后天性变形,M20-M25,其他关节疾患,M00-M99,肌肉骨骼系统和结缔组织疾病,Acquired deformities of fingers and toes,0,2
M21,四肢其他后天性变形,M20-M25,其他关节疾患,M00-M99,肌肉骨骼系统和结缔组织疾病,Other acquired deformities of limbs,0,0
M22,髌骨疾患,M20-M25,其他关节疾患,M00-M99,肌肉骨骼系统和结缔组织疾病,Disorders of patella,0,2
M23,膝关节内紊乱,M20-M25,其他关节疾患,M00-M99,肌肉骨骼系统和结缔组织疾病,Internal derangement of knee,0,1
M24,其他特指的关节紊乱,M20-M25,其他关节疾患,M00-M99,肌肉骨骼系统和结缔组织疾病,Other specific joint derangements,0,2
M25,"其他关节疾患,不可归类在他处者",M20-M25,其他关节疾患,M00-M99,肌肉骨骼系统和结缔组织疾病,"Other joint disorders, not elsewhere classified",0,2
M30,结节性多动脉炎和有关情况,M30-M36,系统性结缔组织疾患,M00-M99,肌肉骨骼系统和结缔组织疾病,Polyarteritis nodosa and related conditions,0,1
M31,其他坏死性血管病,M30-M36,系统性结缔组织疾患,M00-M99,肌肉骨骼系统和结缔组织疾病,Other necrotizing vasculopathies,0,1
M32,系统性红斑狼疮,M30-M36,系统性结缔组织疾患,M00-M99,肌肉骨骼系统和结缔组织疾病,Systemic lupus erythematosus,0,1
M33,皮多肌炎,M30-M36,系统性结缔组织疾患,M00-M99,肌肉骨骼系统和结缔组织疾病,Dermatopolymyositis,0,1
M34,全身性硬皮病,M30-M36,系统性结缔组织疾患,M00-M99,肌肉骨骼系统和结缔组织疾病,Systemic sclerosis,0,1
M35,结缔组织的其他系统性受累,M30-M36,系统性结缔组织疾患,M00-M99,肌肉骨骼系统和结缔组织疾病,Other systemic involvement of connective tissue,0,2
M36,分类于他处的疾病引起的系统性结缔组织疾患,M30-M36,系统性结缔组织疾患,M00-M99,肌肉骨骼系统和结缔组织疾病,Systemic disorders of connective tissue in diseases classified elsewhere,0,1
M40,脊柱后凸和脊柱前凸,M40-M43,变形性背部病,M00-M99,肌肉骨骼系统和结缔组织疾病,Kyphosis and lordosis,0,1
M41,脊柱侧弯[脊柱侧凸],M40-M43,变形性背部病,M00-M99,肌肉骨骼系统和结缔组织疾病,Scoliosis,0,1
M42,脊柱骨软骨病,M40-M43,变形性背部病,M00-M99,肌肉骨骼系统和结缔组织疾病,Spinal osteochondrosis,0,1
M43,其他变形性背部病,M40-M43,变形性背部病,M00-M99,肌肉骨骼系统和结缔组织疾病,Other deforming dorsopathies,0,2
M45,强直性脊柱炎,M45-M49,脊椎病,M00-M99,肌肉骨骼系统和结缔组织疾病,Ankylosing spondylitis,0,1
